x,y
1619463508079,41.2
1619463508079,41.2
1619463508079,41.2
1619463508079,41.2
1619463508244,41.2
1619463508245,41.2
1619463508245,41.1
1619463508281,41.1
1619463508281,41.1
1619463508281,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,41
1619463508318,40.9
1619463508318,40.9
1619463508318,40.9
1619463508318,41
1619463508318,41
1619463508318,41
1619463508359,41
1619463508359,41
1619463508396,41
1619463508396,41
1619463508396,41.1
1619463508396,41.1
1619463508442,41.1
1619463508442,41.1
1619463508442,41.1
1619463508483,41.1
1619463508483,41.1
1619463508483,41.1
1619463508519,41.2
1619463508519,41.2
1619463508519,41.300000000000004
1619463508519,41.4
1619463508558,41.4
1619463508558,41.5
1619463508558,41.5
1619463508558,41.5
1619463508593,41.5
1619463508593,41.5
1619463508628,41.6
1619463508628,41.7
1619463508628,41.9
1619463508663,42
1619463508663,42
1619463508663,42
1619463508663,41.9
1619463508699,41.7
1619463508699,41.6
1619463508735,41.6
1619463508735,40.2
1619463508735,40.1
1619463508770,39.9
1619463508770,39.5
1619463508770,38.9
1619463508805,38.2
1619463508805,37.4
1619463508805,36.7
1619463508841,35.9
1619463508841,35.300000000000004
1619463508876,34.800000000000004
1619463508876,34.5
1619463508876,34.2
1619463508876,34
1619463508910,33.7
1619463508910,33.4
1619463508945,33.1
1619463508945,32.8
1619463508945,32.5
1619463508981,32.3
1619463508981,32.2
1619463508981,32.1
1619463509015,32
1619463509015,31.900000000000002
1619463509015,31.900000000000002
1619463509050,31.900000000000002
1619463509050,32
1619463509085,32.2
1619463509085,32.4
1619463509085,32.6
1619463509085,32.8
1619463509120,33
1619463509120,33.2
1619463509156,33.4
1619463509156,33.6
1619463509156,33.8
1619463509192,34
1619463509192,34.2
1619463509192,34.4
1619463509228,34.6
1619463509228,34.7
1619463509228,34.9
1619463509263,35.1
1619463509263,35.2
1619463509263,35.300000000000004
1619463509310,35.4
1619463509310,35.6
1619463509310,35.800000000000004
1619463509349,36
1619463509349,36.300000000000004
1619463509349,36.4
1619463509383,36.6
1619463509383,36.800000000000004
1619463509383,37
1619463509418,37.2
1619463509418,37.4
1619463509418,37.6
1619463509418,37.800000000000004
1619463509454,38
1619463509454,38.1
1619463509491,38.2
1619463509491,38.300000000000004
1619463509491,38.4
1619463509525,38.5
1619463509525,38.6
1619463509525,38.800000000000004
1619463509525,38.9
1619463509562,39
1619463509562,39.1
1619463509598,39
1619463509598,39
1619463509598,39
1619463509635,39
1619463509635,39
1619463509635,39.1
1619463509672,39.2
1619463509672,39.2
1619463509672,39.300000000000004
1619463509706,39.300000000000004
1619463509706,39.300000000000004
1619463509706,39.300000000000004
1619463509742,39.4
1619463509742,39.5
1619463509742,39.6
1619463509780,39.7
1619463509780,39.7
1619463509780,39.800000000000004
1619463509814,39.9
1619463509814,40
1619463509850,40.1
1619463509850,40.2
1619463509850,40.2
1619463509850,40.300000000000004
1619463509886,40.300000000000004
1619463509886,40.300000000000004
1619463509886,40.300000000000004
1619463509923,40.300000000000004
1619463509923,40.2
1619463509959,40.1
1619463509959,40
1619463509959,39.9
1619463509959,39.800000000000004
1619463509995,39.800000000000004
1619463509995,39.800000000000004
1619463509995,39.7
1619463510030,39.6
1619463510030,39.5
1619463510066,39.5
1619463510066,39.4
1619463510066,39.4
1619463510105,39.4
1619463510105,39.300000000000004
1619463510105,39.2
1619463510140,39.2
1619463510140,39.1
1619463510140,38.9
1619463510189,38.800000000000004
1619463510190,38.7
1619463510190,38.5
1619463510232,38.300000000000004
1619463510232,38.1
1619463510232,37.9
1619463510267,37.800000000000004
1619463510267,37.7
1619463510267,37.6
1619463510267,37.6
1619463510301,37.6
1619463510301,37.6
1619463510301,37.6
1619463510337,37.5
1619463510337,37.5
1619463510337,37.5
1619463510372,37.6
1619463510372,37.6
1619463510372,37.7
1619463510408,37.800000000000004
1619463510408,37.9
1619463510408,38
1619463510446,38.1
1619463510446,38.2
1619463510446,38.300000000000004
1619463510481,38.4
1619463510481,38.4
1619463510481,38.4
1619463510517,38.4
1619463510517,38.4
1619463510517,38.4
1619463510554,38.300000000000004
1619463510554,38.300000000000004
1619463510554,38.2
1619463510588,38.1
1619463510588,37.9
1619463510588,37.7
1619463510623,37.5
1619463510623,37.300000000000004
1619463510623,37.1
1619463510658,37
1619463510658,37
1619463510658,36.9
1619463510693,36.9
1619463510693,36.9
1619463510693,37
1619463510728,37
1619463510728,37.1
1619463510765,37.2
1619463510765,37.5
1619463510765,37.800000000000004
1619463510800,38
1619463510800,38.2
1619463510800,38.300000000000004
1619463510837,38.300000000000004
1619463510837,38.4
1619463510837,38.5
1619463510874,38.5
1619463510874,38.6
1619463510874,38.7
1619463510909,38.800000000000004
1619463510909,38.800000000000004
1619463510909,38.800000000000004
1619463510944,38.800000000000004
1619463510944,38.800000000000004
1619463510944,38.7
1619463510979,38.7
1619463510979,38.7
1619463510979,38.800000000000004
1619463511014,38.800000000000004
1619463511014,38.9
1619463511014,38.9
1619463511050,38.800000000000004
1619463511050,38.7
1619463511087,38.7
1619463511087,38.6
1619463511087,38.6
1619463511087,38.6
1619463511123,38.6
1619463511123,38.5
1619463511158,38.300000000000004
1619463511158,38.1
1619463511158,37.9
1619463511194,37.7
1619463511194,37.6
1619463511194,37.5
1619463511229,37.4
1619463511229,37.5
1619463511229,37.6
1619463511264,37.7
1619463511264,37.7
1619463511264,37.800000000000004
1619463511298,37.9
1619463511298,38
1619463511298,38.1
1619463511333,38.2
1619463511333,38.4
1619463511334,38.6
1619463511368,38.800000000000004
1619463511368,38.9
1619463511403,39
1619463511403,39.1
1619463511403,39.1
1619463511403,39.2
1619463511440,39.4
1619463511440,39.6
1619463511476,40
1619463511476,40.300000000000004
1619463511476,40.6
1619463511511,40.800000000000004
1619463511511,41
1619463511511,41.2
1619463511546,41.4
1619463511546,41.7
1619463511546,42.1
1619463511581,42.4
1619463511581,42.7
1619463511617,43
1619463511617,43.2
1619463511617,43.300000000000004
1619463511617,43.300000000000004
1619463511654,43.300000000000004
1619463511654,43.300000000000004
1619463511690,43.300000000000004
1619463511690,43.4
1619463511690,43.300000000000004
1619463511736,43.300000000000004
1619463511736,43.1
1619463511736,43
1619463511736,42.9
1619463511777,42.800000000000004
1619463511777,42.7
1619463511812,42.800000000000004
1619463511812,42.9
1619463511812,43.1
1619463511812,43.2
1619463511847,43.300000000000004
1619463511847,43.300000000000004
1619463511847,43.300000000000004
1619463511882,43.300000000000004
1619463511882,43.300000000000004
1619463511882,43.4
1619463511916,43.4
1619463511916,43.5
1619463511916,43.5
1619463511952,43.5
1619463511952,43.5
1619463511952,43.4
1619463511989,43.4
1619463511989,43.4
1619463511989,43.4
1619463512025,43.5
1619463512025,43.6
1619463512060,43.6
1619463512060,43.6
1619463512060,43.6
1619463512095,43.6
1619463512095,43.6
1619463512095,43.6
1619463512095,43.6
1619463512131,43.7
1619463512131,43.7
1619463512166,43.7
1619463512166,43.7
1619463512166,43.7
1619463512203,43.800000000000004
1619463512203,43.800000000000004
1619463512203,43.800000000000004
1619463512239,43.800000000000004
