x            , y
1619443143146, 3.4
1619443143190, 3.8000000000000003
1619443143245, 4.1
1619443143245, 4.4
1619443143306, 4.6000000000000005
1619443143306, 4.7
1619443143306, 4.9
1619443143352, 5.1000000000000005
1619443143352, 5.4
1619443143352, 5.7
1619443143352, 6.1000000000000005
1619443143352, 6.7
1619443143396, 7.3
1619443143396, 7.8
1619443143396, 8.2
1619443143396, 8.2
1619443143396, 8.1
1619443143437, 7.8
1619443143437, 7.4
1619443143437, 7
1619443143437, 6.6000000000000005
1619443143480, 6.2
1619443143480, 6
1619443143480, 5.9
1619443143480, 5.9
1619443143519, 6.1000000000000005
1619443143519, 6.2
1619443143519, 6.5
1619443143562, 6.8
1619443143562, 7.2
1619443143562, 7.6000000000000005
1619443143603, 8.1
1619443143603, 8.6
1619443143603, 9.1
1619443143646, 9.5
1619443143646, 10
1619443143646, 10.6
1619443143646, 11.200000000000001
1619443143687, 11.9
1619443143687, 12.6
1619443143687, 13.3
1619443143687, 13.9
1619443143730, 14.5
1619443143730, 15.1
1619443143730, 15.6
1619443143773, 16.2
1619443143773, 16.7
1619443143773, 17.2
1619443143812, 17.6
1619443143812, 17.900000000000002
1619443143812, 18
1619443143853, 18.1
1619443143853, 18.1
1619443143853, 18
1619443143853, 18
1619443143853, 18
1619443143891, 18.2
1619443143891, 18.3
1619443143928, 18.5
1619443143928, 18.7
1619443143928, 18.900000000000002
1619443143928, 19
1619443143965, 19.1
1619443143965, 19.1
1619443144003, 19
1619443144003, 18.900000000000002
1619443144003, 18.8
1619443144003, 18.7
1619443144040, 18.7
1619443144041, 18.900000000000002
1619443144041, 19.1
1619443144078, 19.3
1619443144078, 19.5
1619443144078, 19.6
1619443144115, 19.6
1619443144115, 19.6
1619443144115, 19.400000000000002
1619443144167, 19.2
1619443144167, 18.900000000000002
1619443144167, 18.7
1619443144207, 18.5
1619443144207, 18.3
1619443144207, 18.3
1619443144247, 18.2
1619443144247, 18.2
1619443144247, 18.3
1619443144247, 18.2
1619443144286, 18.2
1619443144286, 18.2
1619443144286, 18.1
1619443144286, 18.1
1619443144324, 18.2
1619443144324, 18.3
1619443144324, 18.400000000000002
1619443144365, 18.5
1619443144365, 18.6
1619443144365, 18.7
1619443144404, 18.8
1619443144404, 18.900000000000002
1619443144404, 19.1
1619443144444, 19.2
1619443144444, 19.3
1619443144444, 19.400000000000002
1619443144444, 19.400000000000002
1619443144482, 19.400000000000002
1619443144482, 19.400000000000002
1619443144482, 19.5
1619443144519, 19.5
1619443144519, 19.6
1619443144519, 19.6
1619443144558, 19.6
1619443144558, 19.6
1619443144594, 19.6
1619443144594, 19.6
1619443144594, 19.7
1619443144594, 19.7
1619443144631, 19.8
1619443144631, 19.900000000000002
1619443144631, 20
1619443144670, 20
1619443144670, 20
1619443144670, 20.3
1619443144708, 20.7
1619443144708, 21.1
1619443144708, 21.5
1619443144744, 21.7
1619443144744, 22
1619443144744, 22.2
1619443144780, 22.400000000000002
1619443144780, 22.6
1619443144780, 22.8
1619443144780, 23
1619443144820, 23.1
1619443144820, 23.2
1619443144820, 23.3
1619443144857, 23.3
1619443144857, 23.3
1619443144892, 23.3
1619443144892, 23.400000000000002
1619443144892, 23.400000000000002
1619443144892, 23.5
1619443144929, 23.6
1619443144929, 23.6
1619443144929, 23.6
1619443144979, 23.5
1619443144980, 23.400000000000002
1619443145023, 23.3
1619443145023, 23.2
1619443145023, 23.1
1619443145023, 23
1619443145059, 23
1619443145059, 22.900000000000002
1619443145059, 22.900000000000002
1619443145059, 22.900000000000002
1619443145097, 22.8
1619443145097, 22.8
1619443145097, 22.7
1619443145135, 22.7
1619443145135, 22.7
1619443145135, 22.8
1619443145172, 22.8
1619443145173, 22.900000000000002
1619443145173, 23
1619443145209, 23.1
1619443145209, 23.2
1619443145209, 23.3
1619443145209, 23.3
1619443145249, 23.3
1619443145249, 23.3
1619443145286, 23.2
1619443145286, 23.1
1619443145286, 23.1
1619443145328, 23.1
1619443145328, 23.1
1619443145328, 23.2
1619443145328, 23.2
1619443145365, 23.2
1619443145365, 23.2
1619443145365, 23.2
1619443145401, 23.1
1619443145401, 23
1619443145401, 23
1619443145443, 23
1619443145443, 23
1619443145443, 23
1619443145482, 23
1619443145482, 23.1
1619443145482, 23.1
1619443145520, 23.1
1619443145520, 23.1
1619443145520, 23.1
1619443145559, 23.2
1619443145559, 23.2
1619443145559, 23.2
1619443145596, 23.3
1619443145596, 23.3
1619443145596, 23.3
1619443145596, 23.3
1619443145635, 23.3
1619443145635, 23.3
1619443145635, 23.3
1619443145672, 23.2
1619443145672, 23.1
1619443145672, 23.1
1619443145709, 22.900000000000002
1619443145709, 22.8
1619443145709, 22.7
1619443145748, 22.6
1619443145748, 22.5
1619443145748, 22.400000000000002
1619443145784, 22.3
1619443145784, 22.3
1619443145784, 22.3
1619443145822, 22.2
1619443145822, 22.2
1619443145822, 22.1
1619443145857, 22.1
1619443145857, 22.1
1619443145857, 22
1619443145857, 21.900000000000002
1619443145893, 21.900000000000002
1619443145893, 21.8
1619443145929, 21.7
1619443145929, 21.6
1619443145929, 21.5
1619443145966, 21.5
1619443145966, 21.400000000000002
1619443145966, 21.400000000000002
1619443145966, 21.400000000000002
1619443146005, 21.400000000000002
1619443146005, 21.400000000000002
1619443146040, 21.5
1619443146040, 21.6
1619443146040, 21.8
1619443146076, 21.900000000000002
1619443146076, 22.1
1619443146076, 22.2
1619443146076, 22.2
1619443146114, 22.2
1619443146114, 22.2
1619443146151, 22.1
1619443146151, 22
1619443146151, 21.900000000000002
1619443146190, 21.8
1619443146190, 21.8
1619443146190, 21.8
1619443146228, 21.8
1619443146228, 21.8
1619443146228, 21.8
1619443146265, 21.8
1619443146265, 21.7
1619443146265, 21.7
1619443146302, 21.7
1619443146302, 21.7
1619443146302, 21.7
1619443146340, 21.7
1619443146340, 21.6
1619443146340, 21.5
1619443146340, 21.5
1619443146379, 21.400000000000002
1619443146379, 21.400000000000002
1619443146415, 21.3
1619443146415, 21.3
1619443146415, 21.3
1619443146453, 21.3
1619443146453, 21.2
1619443146453, 21.1
1619443146453, 21.1
1619443146492, 21
1619443146492, 21
1619443146492, 21
1619443146529, 21
1619443146529, 21.1
1619443146569, 21.1
1619443146569, 21.2
1619443146569, 21.2
1619443146569, 21.2
1619443146606, 21.3
1619443146606, 21.2
1619443146606, 21.2
1619443146644, 21.2
1619443146644, 21.1
1619443146644, 21
1619443146681, 21
1619443146681, 21
1619443146681, 20.900000000000002
1619443146719, 20.900000000000002
1619443146719, 20.900000000000002
1619443146719, 20.8
1619443146719, 20.8
1619443146769, 20.8
1619443146769, 20.8
1619443146812, 20.900000000000002
1619443146812, 20.900000000000002
1619443146812, 20.900000000000002
1619443146850, 20.900000000000002
1619443146850, 20.900000000000002
1619443146850, 20.900000000000002
1619443146850, 20.900000000000002
1619443146889, 20.900000000000002
1619443146889, 20.900000000000002
1619443146889, 20.900000000000002
1619443146889, 20.900000000000002
1619443146927, 20.900000000000002
1619443146927, 20.900000000000002
1619443146927, 21
1619443146963, 21
1619443146963, 21
1619443146963, 21
1619443147000, 21
1619443147000, 21
1619443147000, 21
1619443147038, 21
1619443147038, 21
1619443147038, 21
1619443147038, 21
1619443147074, 20.900000000000002
1619443147074, 20.900000000000002
1619443147111, 20.900000000000002
1619443147111, 20.8
1619443147111, 20.8
1619443147148, 20.900000000000002
1619443147148, 20.900000000000002
1619443147148, 20.900000000000002
1619443147148, 21
1619443147190, 21
1619443147190, 21
1619443147228, 21
1619443147228, 21.1
1619443147228, 21.1
1619443147266, 21.1
1619443147266, 21.1
1619443147266, 21.1
1619443147266, 21.1
1619443147304, 21.2
1619443147304, 21.2
1619443147304, 21.3
1619443147342, 21.400000000000002
1619443147342, 21.5
1619443147342, 21.6
1619443147379, 21.7
1619443147379, 21.8
1619443147379, 21.900000000000002
1619443147416, 22
1619443147416, 22
1619443147416, 22.1
1619443147453, 22.2
1619443147453, 22.3
1619443147453, 22.400000000000002
1619443147491, 22.5
1619443147491, 22.6
1619443147491, 22.6
1619443147529, 22.7
1619443147529, 22.8
1619443147529, 22.8
1619443147529, 22.900000000000002
1619443147566, 22.900000000000002
1619443147566, 23
1619443147608, 23
1619443147608, 23.1
1619443147608, 23.1
1619443147646, 23.2
1619443147646, 23.2
1619443147646, 23.3
1619443147684, 23.400000000000002
1619443147684, 23.5
1619443147684, 23.5
1619443147684, 23.6
1619443147722, 23.6
1619443147722, 23.6
1619443147722, 23.6
1619443147759, 23.6
1619443147759, 23.6
1619443147759, 23.5
1619443147798, 23.5
1619443147798, 23.5
1619443147798, 23.5
1619443147848, 23.5
1619443147848, 23.400000000000002
1619443147848, 23.400000000000002
1619443147892, 23.400000000000002
1619443147892, 23.400000000000002
1619443147892, 23.3
1619443147930, 23.3
1619443147930, 23.2
1619443147930, 23.2
1619443147930, 23.1
1619443147968, 23.1
1619443147968, 23.1
1619443147968, 23
1619443147968, 23
1619443148005, 22.900000000000002
1619443148005, 22.8
1619443148005, 22.8
1619443148042, 22.7
1619443148042, 22.7
1619443148042, 22.7
1619443148080, 22.7
1619443148080, 22.7
1619443148080, 22.6
1619443148119, 22.6
1619443148119, 22.6
1619443148119, 22.5
1619443148157, 22.400000000000002
1619443148157, 22.400000000000002
1619443148157, 22.3
1619443148195, 22.3
1619443148195, 22.2
1619443148195, 22.2
1619443148233, 22.2
1619443148233, 22.2
1619443148233, 22.2
1619443148233, 22.2
1619443148273, 22.2
1619443148273, 22.3
1619443148273, 22.3
1619443148312, 22.400000000000002
1619443148312, 22.400000000000002
1619443148351, 22.400000000000002
1619443148351, 22.5
1619443148351, 22.5
1619443148351, 22.5
1619443148388, 22.5
1619443148388, 22.6
1619443148388, 22.5
1619443148426, 22.5
1619443148426, 22.5
1619443148426, 22.5
1619443148463, 22.5
1619443148463, 22.5
